"CERSID","BusinessName","SiteAddress","City","ZipCode","NAICSCode","SICCode","ChemicalName","CommonName","CASNumber","AverageDailyAmount","MaximumDailyAmount","ChemicalLocation","EHS","PFCodeHazardClass","SFCodeHazardClass","TFCodeHazardClass","FFCodeHazardClass","FifthFireCodeHazardClass","SixthFireCodeHazardClass","SeventhFireCodeHazardClass","EighthFireCodeHazardClass","isMixture","HMType","MixtureComponentNumber","RadioActive","Curies","Unit","PhysicalState","LargestContainer","FHCFire","FHCReactive","FHCPressureRelease","FHCAcuteHealth","FHCChronicHealth","AnnualWasteAmount","StateWasteCode","DaysOnSite","SCAboveGroundTank","SCUnderGroundTank","SCTankInsideBuilding","SCSteelDrum","SCPlasticNonMetallicDrum","SCCan","SCCarboy","SCSilo","SCFiberDrum","SCBag","SCBox","SCCylinder","SCGlassBottle","SCPlasticBottle","SCToteBin","SCTankTruckTankWagon","SCTankCarRailCar","SCOther","OtherStorageContainer","StoragePressure","StorageTemperature","HC1PercentByWeight","HC1Name","HC1EHS","HC1CAS","HC2PercentByWeight","HC2Name","HC2EHS","HC2CAS","HC3PercentByWeight","HC3Name","HC3EHS","HC3CAS","HC4PercentByWeight","HC4Name","HC4EHS","HC4CAS","HC5PercentByWeight","HC5Name","HC5EHS","HC5CAS","ChemicalDescriptionComment","AdditionalMixtureComponents","CCLID","USEPASRSNumber","DOTHazClassID","KEEP"
"10151953","CYTEC ENGINEERED MATERIALS INC","645 N CYPRESS ST ","ORANGE ","92867-6603","313320","2295","4,4'-Isopropylidenediphenol-Epichlorohydrin Copolymer","Epon 58901","25068-38-6","110","275","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","NULL","gallons","Liquid","55","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Below Ambient","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10151959","GKN AEROSPACE TRANSPARENCY SYSTEMS","12122 Western Ave","Garden Grove","92841","336413","3728","NULL","Potassium Hydroxide","1310-58-3","2000","2500","NULL","N","5","31","36","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","gallons","Liquid","2000","NULL","NULL","NULL","NULL","NULL","2000","NULL","365","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","30","Potassium Hydroxide","N","1310-58-3","70","Water","N","7732-18-5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8","INCLUDE"
"10151961","LM CHROME CORPORATION","654 YOUNG ST","SANTA ANA","92705-5633","332813","3271","Sodium Sesquicarbonate","Americlene 8","533-96-0","0.26","988","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","gallons","Liquid","634","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Above Ambient","Above Ambient","10","Americlene 8","N","533-96-0","90","Water","N","7732-18-5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9","INCLUDE"
"10151973","OAKLEY INC","1 Icon","Foothill Ranch","92610","339115","3851","THIS IS A MIXTURE","STEELSTRIP 255","","110","110","NULL","N","4","5","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","gallons","Liquid","55","NULL","NULL","NULL","NULL","NULL","0","","365","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","Ambient","Ambient","20","Sodium Hydroxide"," ","1310-73-2","20","G Strip"," ","","60","Water"," ","","NULL",""," ","","NULL",""," ","","","","NULL","","NULL","INCLUDE"
"10151977","PACIFIC POLYMERS INC","12271 MONARCH ST","GARDEN GROVE","92841","325211","2821","Titanium Dioxide","Tronox Titanium Dioxide","NULL","6000","15000","NULL","N","31","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","pounds","Solid","50","NULL","NULL","NULL","NULL","NULL","0","NULL","365","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","80","Titanium Dioxide","N","13463-67-7","1","Trimethylolpropane","N","77-99-9","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","6.1","INCLUDE"
"10151981","PRECIOUS METALS PLATING CO, INC","2635 ORANGE AVE","SANTA ANA","92707","332813","3471","Hydrochloric Acid","Muriatic Acid","7674-01-0","45","45","NULL","N","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","NULL","gallons","Liquid","15","NULL","NULL","NULL","NULL","NULL","3000","NULL","365","N","N","Y","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","31","Hydrochloric Acid","N","7674-01-0","NULL","NULL","N","NULL","NULL","NULL","N","NULL","NULL","NULL","N","NULL","NULL","NULL","N","NULL","NULL","NULL","NULL","NULL","8","INCLUDE"
"10151989","SUPERIOR PROCESSING","1115 LAS BRISAS PL ","PLACENTIA ","92870-6644","332813","3471","Acetylene","Acetylene","74-86-2","200","353","NULL","N","33","8","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","NULL","cubic feet","Gas","353","NULL","NULL","NULL","NULL","NULL","NULL","","365","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","","Above Ambient","Ambient","NULL",""," ","","NULL",""," ","","NULL",""," ","","NULL",""," ","","NULL",""," ","","For AA unit","","NULL","","2.1","INCLUDE"
"10151999","Vista Paint Corp.","2020 E ORANGETHORPE","FULLERTON ","92831","325510","2851","NULL","S131 - Dowanol DPNB Glycol Ether","NULL","80","110","NULL","N","4","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","gallons","Liquid","55","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","98.5","Dipropylene glycol n-butylether","N","29911-28-2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10152023","Fibre Containers Company Manufacturing Division, LLC","15250 Don Julian Rd","City Of Industry","91745","322211","2653","Distillates (coal), solvent-refir","WASH","68410-09-3","10","110","NULL","Y","9","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","0","pounds","Solid","55","NULL","NULL","NULL","NULL","NULL","38720","NULL","365","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","45","NAPHTHA","N","8030-30-6","14","AROMATIC HY","N","8030-30-6","5","DIPROPYLENE","N","25265-71-8","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","425066","NULL","INCLUDE"
"10152045","ACCURIGHT WIRE EDM CORP","2601 S OAK ST","SANTA ANA","92707","332710","3599","LUBE OIL","ISO 68","NULL","0","0","NULL","N","4","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","NULL","gallons","Liquid","55","NULL","NULL","NULL","NULL","NULL","0","221","600","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","85","VARIOUS LUBRICATING BASE OILS","N","6474X-XX-X","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","INCLUDE"
"10152049","PHIBRO-TECH INC","8851 DICE RD ","SANTA FE SPRINGS ","90670-2515","325188","2819","WASTE METAL SALT SOLUTIONS","WASTE METAL SALT SOLUTIONS","NULL","1.50E+04","30000","NULL","N","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","Waste","NULL","NULL","NULL","gallons","Liquid","9.30E+03","NULL","NULL","NULL","NULL","NULL","NULL","792","365","Y","N","N","Y","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","NULL","Ambient","Ambient","10","TIN SULFATE","N","19307-28-9","10","LEAD SULFATE","N","7446-14-2","10","COPPER SULFATE","N","7758-98-7","NULL","NULL","N","NULL","NULL","NULL","N","NULL","NULL","NULL","NULL","NULL","8","INCLUDE"
"10152075","JOHANSON TECHNOLOGY INC","4001 CALLE TECATE","CAMARILLO","93012","334416","3675","CARBON DIOXIDE","CARBON DIOXIDE","124-38-9","1400","2800","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","NULL","cubic feet","Gas","280","NULL","NULL","NULL","NULL","NULL","NULL","","365","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","","Above Ambient","Ambient","100","CARBON DIOXIDE","N","124-38-9","NULL","","N","","NULL","","N","","NULL","","N","","NULL","","N","","","","NULL","","2.2","INCLUDE"
"10152085","EBARA TECHNOLOGIES INC","51 MAIN AVE ","SACRAMENTO","95838","333912","3563","Cabot WIN W7300","Cabot WIN W7300","NULL","10","50","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","gallons","Liquid","5","NULL","NULL","NULL","NULL","NULL","0","NULL","365","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","5 gallon pails","Ambient","Ambient","4","Silca, Amorphous","NULL","7631-86-9","0.75","Proprietary","NULL","NULL","95","Water","NULL","7732-18-5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10152105","SIERRA ALUMINUM, a Division of Samuel, Son, & Co. (USA) Inc.","2345 FLEETWOOD DR ","RIVERSIDE ","92509-2410","331316","3354","Propane gas","propane","NULL","500","1000","NULL","N","8","7","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","gallons","Gas","500","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","6","Ethane","N","74840","87","Propane","N","74986","5","Propylene","N","115071","2.5","Butane","N","106978","NULL","NULL","NULL","NULL","NULL","NULL","NULL","15","2.1","INCLUDE"
"10152137","SGL TECHNIC POLYCARBON DIV","28176 N AVENUE STANFORD","VALENCIA","91355","335991","3295","NULL","OVEN WASTE","NULL","1000","3000","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","Waste","NULL","NULL","0","gallons","Liquid","1500","NULL","NULL","NULL","NULL","NULL","55300","NULL","365","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","5","ACETONE","N","67-64-1","5","METHYL ETHYL KETONE","N","78-93-3","5","CHROMIUM","N","7440-47-3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10152147","THE GILL CORPORATION","4056 EASY ST","EL MONTE","91731","336413","3728","PHENOLIC RESIN","PHENOLIC RESIN - R0346","","5478","5478","NULL","Y","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","pounds","Liquid","455","NULL","NULL","NULL","NULL","NULL","NULL","","365","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","Ambient","Ambient","50","N-BUTANOL","N","71-36-3","5.5","PHENOL","Y","108-95-2","1.5","CRESOLS","N","1319-77-3","0.5","FORMALDEHYDE","Y","50-00-0","NULL","","N","","","","NULL","","NULL","INCLUDE"
"10152155","NORTHROP GRUMMAN SYSTEMS CORPORATION","1100 W HOLLYVALE ST","AZUSA","91702","334511","3812","Waste Coolant","Waste Coolant","NULL","20","55","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","Waste","NULL","NULL","NULL","gallons","Liquid","55","NULL","NULL","NULL","NULL","NULL","300","343","80","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","100","Qualchem Cut 290","N","64742-52-5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10152163","CARDINAL INDUSTRIAL FINISHES","1329 POTRERO AVE","SOUTH EL MONTE","91733","325510","2851","N-METHYLPYRROLIDONE","N-METHYLPYRROLIDONE","872-50-4","55","165","NULL","N","4","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","0","gallons","Liquid","55","NULL","NULL","NULL","NULL","NULL","0","NULL","365","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","INCLUDE"
"10152165","SAPA EXTRUDER INC","18111 E RAILROAD ST","INDUSTRY","91748","331314","3354","","Amcol 399 C Canmist","","185","370","NULL","N","13","4","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","gallons","Liquid","55","NULL","NULL","NULL","NULL","NULL","NULL","","365","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","Ambient","Ambient","100","Fatty Alcohols, Esters","N","Trade Secret","NULL",""," ","","NULL",""," ","","NULL",""," ","","NULL",""," ","","","","NULL","","NULL","INCLUDE"
"10152167","SENIOR AEROSPACE-SSP","2980 N SAN FERNANDO BLVD","BURBANK","91504","33641","3728","Turco Smut Go NC Solution","Turco Smut Go NC Solution","","1447","1500","NULL","Y","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","pounds","Liquid","700","NULL","NULL","NULL","NULL","NULL","NULL","","365","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","","Ambient","Ambient","60","Ferric Sulfate","Y","1310-73-2","10","Nitric Acid","Y","7697-37-2","5","Sodium hydrogendifluoride","N","1333-83-1","1","Sulfuric Acid","N","7664-93-9","NULL",""," ","","","","NULL","","NULL","INCLUDE"
"10152179","A2Z PLATING CO INC","1467 S SUNOL DR","LOS ANGELES","90023-4029","332813","3471","Hydrochloric Acid 31%","Hydrochloric Acid","7647-01-0","1.08E+03","2000","NULL","Y","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","pounds","Liquid","5.00E+02","NULL","NULL","NULL","NULL","NULL","0","791","365","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","35","Hydrochloric Acid","Y","7647-01-0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8","INCLUDE"
"10152181","B & C PLATING CO","1507 S SUNOL DR","LOS ANGELES","90023","332813","3471","Sunnyvale94089","1BDC ZINC CHROMATE","","15","15","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","gallons","Liquid","15","NULL","NULL","NULL","NULL","NULL","NULL","","365","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","Ambient","Ambient","NULL",""," ","","NULL",""," ","","NULL",""," ","","NULL",""," ","","NULL",""," ","","","","NULL","","NULL","INCLUDE"
"10152189","HYDRO-AIRE AEROSPACE CORP.","3000 WINONA AVE","BURBANK","91504-2540","336413","3728","Jet A Fuel","Jet A Fuel","64742-81-0","500","2100","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","NULL","gallons","Liquid","1000","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","100","HYDRODESULFURIZED KEROSENE","N","64742-81-0","3","NAPHTHALENE","N","91-20-3","0.9","XYLENE","N","330-20-7","0.3","TOLUENE","N","108-88-3","0.2","ETHYL BENZENE","N","100-41-4","NULL","111-77-3 DIETHYLENE GLYCOL MONOMETHYL ETHER 0.12%","","","","INCLUDE"
"10152217","TEIKURO CORP","31499 HAYMAN ST ","HAYWARD ","94544","332813","3471","Sodium Hydroxide 10%","Sodium Hydroxide 10%","1310-73-2","2350","2350","NULL","N","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","gallons","Liquid","2350","NULL","NULL","NULL","NULL","NULL","NULL","122","365","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Ambient","Ambient","10","Sodium Hydroxide","N","1310-73-10","90","Water","N","7732-18-5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8","INCLUDE"
"10152249","FINE QUALITY METAL FINISHING","1640 DAISY AVE ","LONG BEACH ","90813","332813","3471","","Tank No. Z-10 - Zinc Plating","","7258","7677","NULL","N","5","31","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","pounds","Liquid","10643","NULL","NULL","NULL","NULL","NULL","NULL","","365","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","Ambient","Ambient","4","ZINC","N","7440-66-6","10","SODIUM CYANIDE","Y","143-33-9","9","SODIUM HYDROXIDE OR CAUSTIC SODA","N","1310-73-2","5","SODIUM CARBONATE","N","497-19-8","NULL",""," ","","avg amount:  7258 pounds= 864 gallons","","","","","INCLUDE"
"10152257","GULFSTREAM AEROSPACE CORPORATION","3521 E SPRING ST","LONG BEACH","90806","336411","3721","2-propanone","Acetone","67-64-1","50","75","NULL","N","10","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","NULL","gallons","Liquid","5","NULL","NULL","NULL","NULL","NULL","0","NULL","365","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","100","Acetone","N","67-64-1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","4309","3","INCLUDE"
"10152259","GOODRICH CORPORATION","11120 S NORWALK BLVD","SANTA FE SPRINGS","90670","336413","3728","Waste Lava Rock","Waste Lava Rock","NULL","1000","1300","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","Waste","NULL","NULL","NULL","pounds","Solid","400","NULL","NULL","NULL","NULL","NULL","11750","NULL","365","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10152263","LifePaintOffice","12911 SUNSHINE AVE","Santa Fe Springs","90670","325510","2851","","ACTICIDE MKW 2","","30","60","NULL","N","5","31","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","gallons","Liquid","55","NULL","NULL","NULL","NULL","NULL","NULL","","365","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","","Ambient","Ambient","12","DIURON OR 2,5-DINITROPHENOL OR XARMEX OR KROVAR","N","330-54-1","7","3-IODO-2-PROPYNYL BUTYLCARBAMATE","N","55406-53-6","7.5","OCTHILINONE","N","26530-20-1","NULL",""," ","","NULL",""," ","","","","NULL","","9","INCLUDE"
"10152267","ELECTROMATIC INC","14025 Stage Rd","Santa Fe Springs","90670","332813","3471","Phosphoric Acid","Phosphoric Acid 85%","7664-38-2","55","220","NULL","N","5","37","31","17","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","NULL","gallons","Liquid","55","NULL","NULL","NULL","NULL","NULL","0","","365","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","","Ambient","Ambient","NULL",""," ","","NULL",""," ","","NULL",""," ","","NULL",""," ","","NULL",""," ","","","","NULL","152363","8","INCLUDE"
"10152277","PHOTO SCIENCES INC","2542 W 237TH St.","Torrance","90505","325992","3861","Waste water with trace metals","Waste aqueous corrosive solution from chemical process","NULL","175","200","NULL","N","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","Waste","NULL","NULL","NULL","gallons","Liquid","275","NULL","NULL","NULL","NULL","NULL","15000","135","90","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","NULL","Ambient","Ambient","NULL","Acetic acid trace","N","64-19-7","NULL","Phosphoric acid trace","N","7664-38-2","NULL","Ferric Chloride solution trace","N","7758-94-3","90","Water","N","NULL","NULL","NULL","NULL","NULL","This aqueous solution drains into 45 gallon transport containers from our process units.","","","","","INCLUDE"
"10152315","PROCTER & GAMBLE PAPER PRODUCTS CO","800 N. RICE AVE","OXNARD ","93030","322121","2621","Acetylene","Acetylene","74-86-2","725","725","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","NULL","cubic feet","Gas","145","NULL","NULL","NULL","NULL","NULL","NULL","","NULL","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","cyl","Above Ambient","Ambient","NULL",""," ","","NULL",""," ","","NULL",""," ","","NULL",""," ","","NULL",""," ","","","","NULL","","NULL","INCLUDE"
"10152325","ELECTRO PLATING SPECIALTIES","2436 AMERICAN AVE ","HAYWARD ","94545","332813","3471","","Tank #C06: Paint Strip","","250","250","NULL","N","5","31","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","gallons","Liquid","250","NULL","NULL","NULL","NULL","NULL","NULL","","365","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","Ambient","Above Ambient","14","Sodium Hydroxide","N","1310-73-2","2","Sodium Formate","N","141-53-7","1","p-Tolyl Diethanolamine","N","12/1/3077","1","2,2'-(Phenylimino)diethanol","N","120-07-0","82","Water","N","7732-18-5","","","NULL","","8","INCLUDE"
"10152349","ATOMICA CORPORATION","75 ROBIN HILL RD ","GOLETA ","93117","334413","3674","Phosphoric Acid","Phosporic Acid 85%","7664-38-2","230","320","NULL","N","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","pounds","Liquid","10","NULL","NULL","NULL","NULL","NULL","1100","791","365","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","NULL","Ambient","Ambient","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Phosphoric Acid       7664-38-2     80-85%","","","","INCLUDE"
"10152355","PAC FOUNDRIES-INDUSTRY","16800 CHESTNUT STREET","CITY OF INDUSTRY","91745","331512","3324",NA,"Aqueous terpene emulsion PC 205",NA,"300","300","NULL","N","3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","0","gallons","Liquid","300","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","NULL","Ethylene oxide","Y","75-21-8","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10152357","ULTIMATE PAPERBOX CO","15051 Don Julian Rd","City Of Industry","91746","322212","5111","E-Cure 904 HV Matte UV Coating","E-CURE 904 UV MATTE COATING","NULL","55","55","NULL","N","9","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","gallons","Liquid","55","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","30","acrylated polyol (TSRN 7004)","N","TSRN 7004","10","acrylate monomer (TSRN 7151)","N","TSRN 7151","10","acrylated amine (TSRN 7015)","N","TSRN 7015","10","acrylated resin (TSRN 7104)","N","TSRN 7104","10","benzophenone","N","119-61-9","NULL","2,2-bis(acryloyloxymethyl)butyl acrylate -5%","","","","INCLUDE"
"10152365","PLATERONICS PROCESSING INC","9164 INDEPENDENCE AVE FRONT","CHATSWORTH","91311","332813","3471","Anoseal 400","Seal for Aluminum Tank # 6S","373-02-4","314","314","NULL","N","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","gallons","Liquid","314","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Above Ambient","0.6","Nickel Acetate 20%","NULL","373-02-4","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8","INCLUDE"
"10152369","SONIC INDUSTRIES INC","20030 NORMANDIE AVE","TORRANCE","90502-1210","336413","3452","NON-RCRA HAZ WASTE LIQUID","NON-RCRA HAZ WASTE LIQUID","NULL","1000","2500","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","Waste","NULL","NULL","NULL","gallons","Liquid","500","NULL","NULL","NULL","NULL","NULL","42500","221","365","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","NULL","Ambient","Ambient","100","WASTE OIL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9","INCLUDE"
"10152375","CONSOLIDATED FOUNDRIES-POMONA","4200 W VALLEY BOULEVARD","POMONA","91766","331528","3369","Bentonite","Bentonite","1302-78-9","600","1000","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","0","pounds","Solid","500","NULL","NULL","NULL","NULL","NULL","NULL","","365","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","","Ambient","Ambient","NULL",""," ","","NULL",""," ","","NULL",""," ","","NULL",""," ","","NULL",""," ","","","","NULL","81968","NULL","INCLUDE"
"10057762","PHOENIX DAY","1355 Donner Ave","San Francisco","94124","334412","5063","OXYGEN","OXYGEN","7782447","415","835","NULL","N","21","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","NULL","cubic feet","Gas","337","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","NULL","Above Ambient","Ambient","100","OXYGEN","N","7782447","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
