OBJECTID,HUC12,Name,BioAqRankSW,BioAqSumSW,NtvAqRankSW,NtvAqSumSW,RarAqRankSW,RarAqSumSW,RwiAqRankSW,RwiAqMaxSW,NtvFish,NtvAqInvt,NtvAqAmph,NtvAqRept,RarFish,RarAqAmph,RarAqRept,RwiAqFishSWNorm,RwiAqAmphSWNorm,RwiAqReptSWNorm,Shape_Length,Shape_Area
3696,1.803E+11,180300121204-Kern River Flood Canal,2,0.101303,2,0.26628,0,0,0,0,2,0,2,3,0,0,0,0,0,0,43626.50393,90121616.07
3697,1.803E+11,Alpaugh Irrigation District Canal,2,0.082763,2,0.217548,0,0,0,0,3,0,2,2,0,0,0,0,0,0,92345.66138,244284716.5
3698,1.803E+11,180300040402-Poso Creek,2,0.077884,2,0.204724,0,0,0,0,2,0,2,2,0,0,0,0,0,0,53470.49866,75999440.43
3699,1.803E+11,Old Channel Poso Creek,2,0.082763,2,0.217548,0,0,0,0,3,0,2,2,0,0,0,0,0,0,64794.80134,114770973.9
3700,1.803E+11,Bates Slough,2,0.093408,2,0.245528,0,0,0,0,3,0,3,2,0,0,0,0,0,0,92384.5668,157714011.6
3701,1.803E+11,Guernsey Slough,2,0.093408,2,0.245528,0,0,0,0,3,0,3,2,0,0,0,0,0,0,67631.30772,103220904.4
3702,1.803E+11,Cottonwood Ditch-Cottonwood Creek,3,0.201888,2,0.258353,3,0.226415,4,0.045908201,4,0,3,2,0,3,0,0,0.045908201,0,74784.02036,101279094.6
3703,1.803E+11,Collins Creek-Kings River,3,0.159563,3,0.41942,0,0,0,0,7,21,5,2,0,0,0,0,0,0,75147.05202,83821942.86
3704,1.803E+11,Hughes Creek,2,0.147874,3,0.388695,0,0,0,0,5,0,5,3,0,0,0,0,0,0,32026.78226,41540520.97
3705,1.803E+11,Lower Pine Flat Reservoir,4,0.278191,4,0.475901,3,0.226415,3,0.028925616,7,0,5,4,0,1,1,0,0.02892562,0.01658986,52079.20664,93460571.15
3706,1.804E+11,Rock Creek-San Joaquin River,4,0.278564,4,0.450252,3,0.226415,4,0.055555552,5,0,5,4,0,1,1,0,0.055555549,0.01658986,64430.73652,155639589.8
3707,1.804E+11,Gray Peak Fork-Merced River,2,0.144917,2,0.145498,2,0.150943,5,0.08448118,0,0,3,1,0,2,0,0,0.08448118,0,41590.69074,68415990.63
3708,1.804E+11,Lyell Fork Merced River,2,0.144917,2,0.145498,2,0.150943,5,0.08448118,0,0,3,1,0,2,0,0,0.08448118,0,44797.67959,79334313.33
3709,1.60503E+11,Leavitt Creek-West Walker River,4,0.265259,4,0.461824,2,0.150943,5,0.08448118,7,52,3,2,0,2,0,0,0.08448118,0,40951.62662,52757833.91
3710,1.60503E+11,Wolf Creek-West Walker River,4,0.253845,4,0.506246,2,0.132075,3,0.028925616,7,66,3,2,1,1,0,0.01020408,0.02892562,0,41496.10015,55096919.59
3711,1.60503E+11,Mill Creek,3,0.179887,3,0.406036,1,0.056604,1,0.01020408,7,45,4,1,1,0,0,0.01020408,0,0,44493.85069,76615547.34
3712,1.60503E+11,Silver Creek-West Walker River,3,0.226106,4,0.489936,1,0.075472,3,0.028925616,8,48,4,2,0,1,0,0,0.02892562,0,42844.19622,57455904.22
3713,1.60503E+11,Upper Little Walker River,2,0.142108,3,0.373539,0,0,0,0,6,0,4,3,0,0,0,0,0,0,42103.96379,77360659.34
3714,1.80701E+11,Big Sycamore Canyon,3,0.215056,3,0.414344,2,0.150943,0,0,7,0,5,3,0,0,1,0,0,0,37055.56392,54222655.9
3715,1.80701E+11,Lower Ventura River,5,0.371861,4,0.470304,5,0.490566,2,0.016589861,7,0,7,3,2,1,2,0.01212166,0.01449275,0.01658986,62520.99603,105920102.4
3716,1.806E+11,Wagon Road Canyon,2,0.117714,2,0.309417,0,0,0,0,1,0,4,3,0,0,0,0,0,0,38763.94126,60654017.64
3717,1.803E+11,Castac Lake,3,0.183033,3,0.330169,2,0.150943,0,0,0,0,3,4,0,0,1,0,0,0,83985.43875,156453266.2
3718,1.803E+11,Little Creek,2,0.077884,2,0.204724,0,0,0,0,2,0,2,2,0,0,0,0,0,0,61642.65981,44590360.35
3719,1.803E+11,Hockett Well,2,0.127471,3,0.335066,0,0,0,0,3,0,4,3,0,0,0,0,0,0,61888.70734,77804013.45
3720,1.803E+11,Lower Rag Gulch,2,0.13235,3,0.34789,0,0,0,0,4,0,4,3,0,0,0,0,0,0,119380.0366,116994733.7
3721,1.803E+11,Inside Creek-Outside Creek,2,0.093408,2,0.245528,0,0,0,0,3,0,3,2,0,0,0,0,0,0,54514.87173,74155399.66
3722,1.803E+11,Lower Lewis Creek,2,0.082763,2,0.217548,0,0,0,0,3,0,2,2,0,0,0,0,0,0,49914.96668,75429771.56
3723,1.803E+11,Lake Kaweah-Kaweah River,4,0.325927,3,0.416675,4,0.377358,4,0.062684983,5,0,6,3,0,3,1,0,0.062684983,0.01658986,88654.08748,115705255.3
3724,1.803E+11,Lower Mill Creek,3,0.216488,3,0.401519,2,0.150943,2,0.016589861,6,0,5,3,0,0,1,0,0,0.01658986,38769.87984,65707261.49
3725,1.803E+11,Upper Sand Creek,3,0.181497,3,0.37587,1,0.075472,3,0.025735296,4,0,5,3,0,1,0,0,0.0257353,0,49005.10531,80284998.21
3726,1.803E+11,Middle Dry Creek,3,0.160647,3,0.422271,0,0,0,0,5,0,4,4,0,0,0,0,0,0,35160.9845,64433969.16
3727,1.80901E+11,Cottonwood Canyon-Frontal Mono Lake,2,0.068127,2,0.179075,0,0,0,0,0,0,2,2,0,0,0,0,0,0,59863.04013,117008201.5
3728,1.60503E+11,Bridgeport Reservoir-East Walker River,2,0.13125,3,0.344998,0,0,0,0,7,24,2,2,0,0,0,0,0,0,62615.53424,100764194.3
3729,1.60503E+11,Sonoma Canyon-East Walker River,2,0.0974,2,0.256021,0,0,0,0,6,0,2,2,0,0,0,0,0,0,22371.45012,10174662.58
3730,1.60503E+11,Sweetwater Creek,2,0.092521,2,0.243197,0,0,0,0,5,0,2,2,0,0,0,0,0,0,33011.88458,54967613.51
3731,1.80701E+11,Hopper Canyon,4,0.31041,3,0.365378,5,0.433962,2,0.016589861,1,0,6,3,1,1,2,0.006024095,0.008695652,0.01658986,47185.68048,65506701.72
3732,1.80701E+11,Gorman Creek,4,0.305829,3,0.370974,4,0.377359,4,0.055555552,1,0,4,4,0,1,2,0,0.055555549,0.01658986,73097.23032,95293834.21
3733,1.803E+11,Pastoria Creek,3,0.161995,3,0.330169,1,0.075472,3,0.020172907,0,0,3,4,0,1,0,0,0.020172911,0,66094.743,134114261.8
3734,1.803E+11,Lake Paulina,2,0.096424,2,0.253456,0,0,0,0,1,0,2,3,0,0,0,0,0,0,78791.33433,204132670.8
3735,1.803E+11,Winters Canyon-El Paso Creek,3,0.161995,3,0.330169,1,0.075472,3,0.020172907,0,0,3,4,0,1,0,0,0.020172911,0,72111.86833,87213997.96
3736,1.803E+11,Granite Canyon-Poso Creek,2,0.077884,2,0.204724,0,0,0,0,2,0,2,2,0,0,0,0,0,0,42982.92294,43325315.92
3737,1.803E+11,Rattlesnake Creek,2,0.122592,2,0.322241,0,0,0,0,2,0,4,3,0,0,0,0,0,0,39518.61408,47565155.49
3738,1.803E+11,Lower Walker Basin Creek,2,0.111948,2,0.294261,0,0,0,0,2,0,3,3,0,0,0,0,0,0,64574.5603,109588831.1
3739,1.803E+11,Upper Rag Gulch,2,0.127471,3,0.335066,0,0,0,0,3,0,4,3,0,0,0,0,0,0,54475.25469,78045835.47
3740,1.803E+11,Headwaters White River,3,0.18291,3,0.396623,1,0.075472,1,0.008695652,3,0,4,4,0,1,0,0,0.008695652,0,45095.94308,53028956.11
3741,1.803E+11,Frazier Creek,2,0.133237,3,0.350222,0,0,0,0,2,0,5,3,0,0,0,0,0,0,42052.81952,54958810.65
3742,1.803E+11,Lower East Fork Kaweah River,3,0.229366,3,0.409447,2,0.150943,4,0.042512078,4,0,4,4,0,2,0,0,0.042512082,0,45041.87209,84782490.71
3743,1.803E+11,Lower Middle Fork Kaweah River,3,0.204708,3,0.428798,1,0.075472,3,0.033816423,2,23,3,4,0,1,0,0,0.03381642,0,50886.63268,121622036.2
3744,1.803E+11,Horse Creek,3,0.17783,3,0.35815,1,0.075472,3,0.033816423,0,0,4,4,0,1,0,0,0.03381642,0,39392.83037,63770225.12
3745,1.803E+11,Middle North Fork Kaweah River,4,0.300073,4,0.545755,3,0.226415,2,0.016589861,3,47,4,4,0,1,1,0,0.008695652,0.01658986,64522.14431,77104101.32
3746,1.803E+11,Sugarloaf Creek,2,0.143767,2,0.268612,1,0.075472,3,0.033816423,0,0,3,3,0,1,0,0,0.03381642,0,49671.83402,125034781.6
3747,1.803E+11,Wishon Reservoir-North Fork Kings River,4,0.25675,3,0.330169,3,0.226415,5,0.118297614,0,0,3,4,0,3,0,0,0.118297599,0,54772.41618,83206605.95
3748,1.803E+11,Fleming Creek-North Fork Kings River,3,0.189869,2,0.207055,3,0.207547,5,0.08448118,0,0,3,2,1,2,0,0.00943396,0.08448118,0,61165.1275,140563977.7
3749,1.804E+11,Upper Fish Creek,3,0.166451,2,0.145498,3,0.207547,5,0.08448118,0,0,3,1,1,2,0,0.00943396,0.08448118,0,43275.04523,82194887.67
3750,1.80901E+11,McLaughlin Creek-Owens River,2,0.149219,2,0.310628,1,0.056604,3,0.025,1,48,3,1,1,0,0,0.025,0,0,53729.23956,101818244.5
3751,1.80901E+11,Adobe Lake-Adobe Valley,2,0.09002,1,0.117518,1,0.056604,4,0.0625,0,0,2,1,1,0,0,0.0625,0,0,81656.44523,131221504.8
3752,1.80701E+11,San Clemente Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113390.8478,145986303.2
3753,1.80701E+11,South Fork Santa Clara River,4,0.256395,3,0.337397,4,0.301887,4,0.034665663,1,0,5,3,0,2,1,0,0.034665659,0,64669.77324,116491117.8
3754,1.80902E+11,1.81E+11,1,0.031934,1,0.083941,0,0,0,0,0,0,3,0,0,0,0,0,0,0,37888.99962,51624294.79
3755,1.80902E+11,Cottonwood Creek,2,0.091545,2,0.240632,0,0,0,0,0,0,2,3,0,0,0,0,0,0,62394.52077,89175652.03
3756,1.803E+11,Lower Indian Creek,2,0.096424,2,0.253456,0,0,0,0,1,0,2,3,0,0,0,0,0,0,47863.73465,96750435.41
3757,1.803E+11,Chagoopa Creek-Kern River,2,0.073005,2,0.191899,0,0,0,0,1,0,2,2,0,0,0,0,0,0,47343.0504,56997418.45
3758,1.803E+11,Golden Trout Creek,3,0.187832,2,0.327837,2,0.132075,3,0.033816423,2,0,2,4,1,1,0,0.00943396,0.03381642,0,68238.50813,154317366.5
3759,1.803E+11,Kern-Kaweah River,2,0.091164,2,0.130342,1,0.075472,3,0.033816423,1,0,2,1,0,1,0,0,0.03381642,0,39008.36194,65914766.86
3760,1.803E+11,Upper Bubbs Creek,2,0.09693,2,0.145498,1,0.075472,3,0.033816423,0,0,3,1,0,1,0,0,0.03381642,0,50724.84056,95375320.45
3761,1.803E+11,Wallace Creek,2,0.086285,1,0.117518,1,0.075472,3,0.033816423,0,0,2,1,0,1,0,0,0.03381642,0,37774.25145,56916423.71
3762,1.803E+11,Dougherty Creek,3,0.165325,3,0.330169,1,0.075472,3,0.028925616,0,0,3,4,0,1,0,0,0.02892562,0,39366.40518,53378846.33
3763,1.80901E+11,South Fork Bishop Creek,2,0.141525,2,0.158323,2,0.150943,4,0.06274204,1,0,3,1,0,2,0,0,0.06274204,0,55235.36776,81721252.43
3764,1.803E+11,Headwaters South Fork Kings River,2,0.09693,2,0.145498,1,0.075472,3,0.033816423,0,0,3,1,0,1,0,0,0.03381642,0,38988.73854,50889587.63
3765,1.80901E+11,Tinehama Creek,2,0.085648,2,0.158323,1,0.056604,1,0.01020408,1,0,3,1,1,0,0,0.01020408,0,0,56888.99475,96445584.15
3766,1.80901E+11,Black Lake-Adobe Valley,1,0.055353,2,0.145498,0,0,0,0,0,0,3,1,0,0,0,0,0,0,54580.6827,107517440.6
3767,1.80701E+11,Coyote Creek-San Gabriel River,3,0.231024,3,0.439728,2,0.150943,2,0.016589861,7,8,5,3,0,0,1,0,0,0.01658986,106267.8573,153681905.3
3768,1.80701E+11,Mill Creek,3,0.237948,3,0.378202,2,0.150943,5,0.096316427,2,0,6,3,0,2,0,0,0.096316427,0,36513.30542,57218011.14
3769,1.80902E+11,Railroad Canyon,2,0.089416,2,0.235036,0,0,0,0,0,0,4,2,0,0,0,0,0,0,56820.52434,140065507
3770,1.80902E+11,Headwaters Amargosa Creek,4,0.249933,2,0.263016,4,0.377359,2,0.016589861,0,0,5,2,0,1,2,0,0.01449275,0.01658986,55654.03643,77331997.61
3771,1.80902E+11,Rosamond Lake,1,0.031934,1,0.083941,0,0,0,0,0,0,3,0,0,0,0,0,0,0,127097.9163,100663188.9
3772,1.803E+11,Upper Kelso Creek,2,0.145293,3,0.381911,0,0,0,0,3,13,2,4,0,0,0,0,0,0,67743.23113,115624030.9
3773,1.80902E+11,Upper Jawbone Canyon,2,0.091545,2,0.240632,0,0,0,0,0,0,2,3,0,0,0,0,0,0,37415.3262,63117796.96
3774,1.803E+11,Middle Kelso Creek,2,0.118955,2,0.312681,0,0,0,0,3,0,1,4,0,0,0,0,0,0,61783.11308,146517721.6
3775,1.80902E+11,Alphie Canyon,2,0.068127,2,0.179075,0,0,0,0,0,0,2,2,0,0,0,0,0,0,44949.37456,78486398.09
3776,1.803E+11,Manter Creek,3,0.172064,3,0.342993,1,0.075472,3,0.033816423,1,0,3,4,0,1,0,0,0.03381642,0,41493.82344,65640231.56
3777,1.803E+11,Lewis Stringer-South Fork Kern River,2,0.117577,2,0.143167,2,0.132075,3,0.033816423,2,0,2,1,1,1,0,0.00943396,0.03381642,0,48134.25741,77529525.5
3778,1.80901E+11,Lower Cottonwood Creek,2,0.119966,2,0.23117,1,0.075472,1,0.008695652,0,27,3,1,0,1,0,0,0.008695652,0,48680.96912,63031585.9
3779,1.80901E+11,Oak Creek,2,0.087945,2,0.23117,0,0,0,0,0,27,3,1,0,0,0,0,0,0,38936.27206,64556308.5
3780,1.80901E+11,Lone Pine Creek,2,0.112893,2,0.187457,1,0.075472,3,0.033816423,1,18,2,1,0,1,0,0,0.03381642,0,53783.49901,84156145.15
3781,1.606E+11,Indian Creek-Frontal Fish Lake Valley,1,0.034063,1,0.089537,0,0,0,0,0,0,1,1,0,0,0,0,0,0,23813.15343,26061489.53
3782,1.606E+11,Wildhorse Creek-Frontal Fish Lake Valley,1,0.044708,1,0.117518,0,0,0,0,0,0,2,1,0,0,0,0,0,0,33887.41095,55825879.09
3783,1.80703E+11,Aliso Creek,5,0.372219,5,0.585243,4,0.358491,4,0.034665663,8,41,6,3,1,2,1,0.00609756,0.034665659,0.01658986,72769.70529,85296663.59
3784,1.80702E+11,Upper Chino Creek,3,0.241636,3,0.365378,3,0.226415,4,0.043361317,1,0,6,3,0,3,0,0,0.043361321,0,61143.85732,98350099.84
3785,1.80902E+11,Brainard Canyon-Little Rock Wash,2,0.152283,2,0.290997,1,0.075472,3,0.033816423,0,0,6,2,0,1,0,0,0.03381642,0,80623.72188,103974058.8
3786,1.80902E+11,Pallett Creek,2,0.110706,2,0.290997,0,0,0,0,0,0,6,2,0,0,0,0,0,0,30588.18525,40939258.15
3787,1.80902E+11,Upper Little Rock Creek,3,0.220352,2,0.318977,3,0.226415,3,0.033816423,0,0,7,2,0,1,1,0,0.03381642,0,43944.02678,80842946.88
3788,1.80902E+11,Mescal Creek,2,0.12135,2,0.318977,0,0,0,0,0,0,7,2,0,0,0,0,0,0,69151.09451,92189721.26
3789,1.80902E+11,Town of North Edwards,1,0.02129,1,0.055961,0,0,0,0,0,0,2,0,0,0,0,0,0,0,96508.4981,157794479.4
3790,1.80902E+11,Mesquite Canyon-Koehn Lake,1,0.02129,1,0.055961,0,0,0,0,0,0,2,0,0,0,0,0,0,0,88537.42216,156273802.4
3791,1.80902E+11,Government Peak,1,0.02129,1,0.055961,0,0,0,0,0,0,2,0,0,0,0,0,0,0,53016.95251,134674108.9
3792,1.80902E+11,Coso Wash,1,0.010645,1,0.02798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,41088.61534,52966062.53
3793,1.80902E+11,Lower Wyman Creek,5,0.464501,2,0.145498,1,0.075472,5,0.999999642,0,0,3,1,0,1,0,0,0.999999583,0,62899.64128,73127611.26
3794,1.606E+11,Sylvania Canyon-Frontal Fish Lake Valley,1,0.044708,1,0.117518,0,0,0,0,0,0,2,1,0,0,0,0,0,0,62467.53014,121585643.8
3795,1.606E+11,160600101101-Frontal Fish Lake Valley,1,0.02129,1,0.055961,0,0,0,0,0,0,2,0,0,0,0,0,0,0,695.7816666,15995.58383
3796,1.80703E+11,Prima Deshecha Canada-Frontal Capistrano Bight,3,0.220835,4,0.455148,1,0.113208,1,0.012121655,8,0,6,3,2,0,0,0.01212166,0,0,40701.46906,51409989.49
3797,1.80702E+11,Middle Chino Creek,3,0.216999,3,0.419452,2,0.150943,0,0,2,13,6,3,0,0,1,0,0,0,60179.03562,76840745.33
3798,1.80702E+11,Upper Cucamonga Creek,5,0.34701,4,0.513934,4,0.301887,5,0.096316427,1,38,7,3,0,2,1,0,0.096316427,0,61001.05664,146752604.8
3799,1.80902E+11,Adobe Mountain-Frontal El Mirage Lake,1,0.02129,1,0.055961,0,0,0,0,0,0,2,0,0,0,0,0,0,0,44460.67103,76801809.5
3800,1.80902E+11,Silver Peak,1,0.02129,1,0.055961,0,0,0,0,0,0,2,0,0,0,0,0,0,0,49706.44608,86689894.88
3801,1.80902E+11,1.81E+11,1,0.010645,1,0.02798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,54509.41883,49022538.02
3802,1.80902E+11,Blackwater Well,1,0.02129,1,0.055961,0,0,0,0,0,0,2,0,0,0,0,0,0,0,44615.87277,74086813.54
3803,1.80902E+11,Burro Canyon,1,0.010645,1,0.02798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,42541.11058,54564480.73
3804,1.80902E+11,Lower Teagle Wash,1,0.010645,1,0.02798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,52688.13012,66605145.64
3805,1.80902E+11,China Gardens Wash,1,0.010645,1,0.02798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50569.54037,57621245.85
3806,1.80902E+11,Renegade Canyon,1,0.010645,1,0.02798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,56109.44569,64691786.82
3807,1.80902E+11,Bruce Canyon-Searles Valley,1,0.010645,1,0.02798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,44667.29953,79132496.35
3808,1.80902E+11,Upper Santa Rosa Wash,1,0.010645,1,0.02798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,48734.82209,107447639.8
3809,1.80902E+11,Osborne Canyon-Panamint Valley,1,0.02129,1,0.055961,0,0,0,0,0,0,2,0,0,0,0,0,0,0,81008.57518,160679017.5
3810,1.80902E+11,1.81E+11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46083.73301,71173884.77
3811,1.80902E+11,Little Hebe Crater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52419.53658,103627239.6
3812,1.80902E+11,1.81E+11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35666.12983,26187607.88
3813,1.80902E+11,Tule Canyon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10621.19374,2354961.909
3814,1.80902E+11,Lower Oriental Wash,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18509.68658,12493119.55
3815,1.80703E+11,Tijuana River-Frontal Pacific Ocean,3,0.206646,2,0.296593,3,0.226415,3,0.020172907,0,0,4,3,0,1,1,0,0.020172911,0,53856.67142,59514377.48
3816,1.80703E+11,Carmel Valley,4,0.280414,4,0.490497,3,0.226415,3,0.020172907,7,24,5,3,0,1,1,0,0.020172911,0,42918.75163,47614002.72
3817,1.80703E+11,Lusardi Creek-San Dieguito River,5,0.767766,3,0.414344,5,0.603774,5,0.99999994,7,0,5,3,0,2,3,0,0.034665659,0.999999881,61707.64227,112308158.2
3818,1.80703E+11,Hellers Bend-San Luis Rey River,5,0.700196,4,0.479739,4,0.377359,5,0.98341018,2,32,6,3,0,1,2,0,0.0625,0.98341018,53001.4358,86072345.77
3819,1.80703E+11,Lower Escondido Creek,5,0.330855,4,0.547611,4,0.301887,3,0.020172907,7,42,5,3,0,2,1,0,0.020172911,0,67374.01485,105320372
3820,1.80703E+11,Moosa Canyon,4,0.274502,3,0.384993,4,0.301887,4,0.034665663,1,15,5,3,0,2,1,0,0.034665659,0,87041.8772,110379797.4
3821,1.80703E+11,De Luz Creek,5,0.515372,5,0.597142,5,0.660377,5,0.097165667,2,69,6,3,1,4,2,0.00909091,0.097165667,0.01658986,71517.6312,124063735.1
3822,1.80703E+11,Lower Tucalota Creek,3,0.222169,3,0.337397,3,0.226415,3,0.020172907,1,0,5,3,0,1,1,0,0.020172911,0.01658986,43690.93581,45412308.88
3823,1.80702E+11,Arroyo Del Torro-Temescal Wash,3,0.232814,3,0.365378,3,0.226415,3,0.020172907,1,0,6,3,0,1,1,0,0.020172911,0.01658986,42773.69542,75344822.76
3824,1.80702E+11,Perris Reservoir,3,0.169574,3,0.35009,1,0.075472,3,0.020172907,1,4,5,3,0,1,0,0,0.020172911,0,70399.80543,128757629.8
3825,1.80702E+11,San Jacinto Valley,3,0.17539,3,0.365378,1,0.075472,3,0.020172907,1,0,6,3,0,1,0,0,0.020172911,0,78759.81695,148167582.2
3826,1.80702E+11,Cable Creek,4,0.256233,3,0.426935,3,0.226415,3,0.020172907,1,0,6,4,0,1,1,0,0.020172911,0,34921.28851,57027059.23
3827,1.80702E+11,Reche Canyon,5,0.577975,2,0.309417,3,0.226415,5,0.98341018,1,0,4,3,0,1,1,0,0.020172911,0.98341018,38824.3921,41667491.19
3828,1.80702E+11,The Mission Zanja,2,0.151939,2,0.309417,1,0.075472,2,0.01449275,1,0,4,3,0,1,0,0,0.01449275,0,45850.33471,66436533.68
3829,1.80702E+11,Yucaipa Creek,3,0.198971,3,0.337397,2,0.150943,4,0.034665663,1,0,5,3,0,2,0,0,0.034665659,0,61222.51971,118433904.2
3830,1.81001E+11,Arrastre Canyon,2,0.123479,2,0.324573,0,0,0,0,0,0,5,3,0,0,0,0,0,0,60406.12302,81316828.09
3831,1.80902E+11,Schweitzer Well-Harper Lake,1,0.02129,1,0.055961,0,0,0,0,0,0,2,0,0,0,0,0,0,0,171334.1129,179021608.5
3832,1.80902E+11,Hinkley Valley,2,0.097198,1,0.117518,1,0.075472,4,0.0625,0,0,2,1,0,1,0,0,0.0625,0,68458.81067,136853081.8
3833,1.80902E+11,Opal Mountain,1,0.02129,1,0.055961,0,0,0,0,0,0,2,0,0,0,0,0,0,0,63804.54371,131573072.9
3834,1.80902E+11,1.81E+11,1,0.010645,1,0.02798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,74288.2984,156281505.6
3835,1.80902E+11,Teagle Wash-Frontal Searles Lake,1,0.010645,1,0.02798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,61943.02655,96260690.28
3836,1.80902E+11,Copper Queen Canyon-Frontal Searles Lake,1,0.010645,1,0.02798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45840.47978,109600649.7
3837,1.80902E+11,Layton Canyon-Frontal Searles Lake,1,0.010645,1,0.02798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51358.54378,122088970.2
3838,1.80902E+11,Fish Canyon-Panamint Valley,1,0.010645,1,0.02798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50629.53953,102310887.8
3839,1.80902E+11,1.81E+11,1,0.010645,1,0.02798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,41523.48043,40962157.64
3840,1.80902E+11,Lower Wildrose Wash,1,0.010645,1,0.02798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,58753.32262,74497060.09
3841,1.80902E+11,1.81E+11,1,0.010645,1,0.02798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,52462.34816,85336731.8
3842,1.80902E+11,Fall Canyon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49409.34522,53034447.07
3843,1.80902E+11,Titanothere Canyon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57174.55518,74534966.57
3844,1.80902E+11,Red Wall Canyon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46276.0429,109309521.9
3845,1.80703E+11,Lower San Vicente Creek,4,0.308884,3,0.337397,4,0.377358,5,0.097165667,1,0,5,3,0,3,1,0,0.097165667,0,36998.27682,48345440.11
3846,1.80703E+11,Arroyo Seco Creek,5,0.360101,3,0.416723,5,0.45283,4,0.076992787,1,25,5,3,0,2,2,0,0.076992787,0.01658986,43989.45021,61248523.25
3847,1.80703E+11,Lower Wilson Creek,3,0.185782,3,0.337397,2,0.150943,0,0,1,0,5,3,0,0,1,0,0,0,60304.61143,111509922.1
3848,1.80702E+11,Indian Creek,4,0.276953,4,0.467756,3,0.226415,3,0.033816423,3,33,5,3,0,1,1,0,0.03381642,0,40405.56134,66783155.16
3849,1.81002E+11,Twin Pines Creek,2,0.129252,3,0.339746,0,0,0,0,0,33,4,2,0,0,0,0,0,0,34142.79177,47405397.1
3850,1.80702E+11,Fish Creek-Santa Ana River,4,0.273501,4,0.458682,3,0.226415,3,0.033816423,2,43,4,3,0,1,1,0,0.03381642,0,53063.61159,109732531.5
3851,1.80902E+11,Foster Well,1,0.02129,1,0.055961,0,0,0,0,0,0,2,0,0,0,0,0,0,0,77225.58061,143891027.6
3852,1.81001E+11,Tyler Valley-Ericksen Dry Lake,1,0.010645,1,0.02798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,70321.49294,133931378.8
3853,1.80902E+11,Black Butte-Troy Lake,1,0.02129,1,0.055961,0,0,0,0,0,0,2,0,0,0,0,0,0,0,121361.5956,196268924.3
3854,1.80902E+11,1.81E+11,1,0.010645,1,0.02798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,38534.56383,56935470.67
3855,1.80902E+11,Nelson Lake,1,0.010645,1,0.02798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,66907.84242,144537233.7
3856,1.80902E+11,1.81E+11,1,0.010645,1,0.02798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,39940.43956,63399627.08
3857,1.80902E+11,1.81E+11,1,0.010645,1,0.02798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45819.1973,77058038.93
3858,1.80902E+11,Lower Anvil Spring Canyon,1,0.010645,1,0.02798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64519.89346,73032372.65
3859,1.80703E+11,Morena Reservoir-Cottonwood Creek,5,0.392572,4,0.461014,5,0.45283,5,0.118055552,0,43,5,3,0,2,2,0,0.118055597,0.01658986,101805.2088,146784042.7
3860,1.80703E+11,Descanso Creek-Sweetwater River,5,0.367862,5,0.588067,4,0.301887,4,0.076992787,1,79,5,3,0,2,1,0,0.076992787,0,68607.95455,114006092.4
3861,1.80703E+11,Dan Price Creek-Santa Ysabel Creek,4,0.296215,4,0.489703,3,0.226415,4,0.0625,1,48,5,3,0,1,1,0,0.0625,0,55768.10895,83337649.88
3862,1.80703E+11,Agua Caliente Creek,4,0.301072,3,0.350222,4,0.358491,5,0.082672939,2,0,5,3,1,2,1,0.00909091,0.082672939,0,57683.43154,126780512.8
3863,1.81002E+11,Banner Creek,3,0.191548,3,0.352553,2,0.150943,0,0,0,0,6,3,0,0,1,0,0,0,51267.3206,55976831.08
