OBJECTID,HUC12,Name,AqHabRank,AqHabSWNorm,AqHabTot,AnadHab,Riparian,Lakes,FreshWetld,MeadowFEW,Ponds,SeepSpring,VernalPool,SaltWetld,Shape_Length,Shape_Area
1266,1.81E+11,Metcalfe Canyon-Coyote Creek,4,0.8,4,Y,Y,Y,Y,Y,Y,N,N,N,85246.56153,126796506.5
1267,1.81E+11,Smith Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,52849.77887,53276146.99
1268,1.81E+11,Isabel Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,75073.07332,105637276
1269,1.81E+11,Lower Arroyo Las Positas,2,0.4,2,N,Y,N,Y,Y,Y,N,Y,N,54465.3943,74442340.44
1270,1.81E+11,Trout Creek-Arroyo Valle,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,49952.51615,92616008.73
1271,1.80E+11,Mountain House Creek,4,0.8,4,N,Y,Y,Y,Y,Y,N,N,Y,48062.41245,39380895.21
1272,1.81E+11,Upper Arroyo Mocho,3,0.6,3,N,Y,Y,Y,Y,Y,N,Y,N,85976.54341,119765963.9
1273,1.80E+11,Knights Landing Ridge Cut,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,47217.98653,70122088.32
1274,1.80E+11,Tremont School,4,0.8,4,N,Y,Y,Y,Y,Y,N,Y,Y,59702.85857,80503146.16
1275,1.80E+11,Clark Slough-Feather River,4,0.8,4,Y,Y,Y,Y,Y,Y,N,Y,N,125233.4731,143565055.6
1276,1.80E+11,Wilson Creek-North Honcut Creek,2,0.4,2,N,Y,N,Y,Y,N,N,Y,N,98937.89453,92403289.42
1277,1.80E+11,Middle Mill Creek,3,0.6,3,Y,Y,N,Y,Y,N,N,N,N,72405.44113,139947654.3
1278,1.80E+11,Headwaters-Burney Creek,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,35210.52416,40290035.35
1279,1.80E+11,Burney Falls-Burney Creek,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,36189.6645,57240843.4
1280,1.80E+11,Thousand Lakes Valley,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,40943.44968,50225604.04
1281,1.80E+11,Bartle Creek-McCloud River,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,46760.01733,86192224.99
1282,1.80E+11,Clark Creek,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,48094.49166,53920425.06
1283,1.80E+11,Dickson Flat,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,44078.68387,53563350.05
1284,1.80E+11,Paynes Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,Y,N,86544.61773,237072738.2
1285,1.80E+11,Anderson Rose Diversion Dam-Lost River,1,0.2,1,N,N,N,Y,Y,N,N,N,N,9208.589271,3643982.372
1286,1.81E+11,Arroyo De La Laguna,3,0.6,3,Y,Y,N,Y,Y,N,N,Y,N,57306.27145,64251350.01
1287,1.81E+11,McCoy Creek-Salinas River,3,0.6,3,Y,Y,N,Y,Y,Y,N,N,N,83083.61116,160465316.9
1288,1.81E+11,Stone Creek,2,0.4,2,Y,Y,N,N,N,N,N,N,N,31704.99825,40709873.42
1289,1.80E+11,North Fork Orestimba Creek,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,43283.04644,66201750.88
1290,1.80E+11,Salado Creek,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,63183.31782,97404239.66
1291,1.80E+11,Crow Creek,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,55346.03406,61912850.04
1292,1.80E+11,Oso Creek-Orestimba Creek,2,0.4,2,N,Y,N,Y,Y,Y,N,N,N,98819.78842,132968554.3
1293,1.80E+11,Lower Corral Hollow Creek,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,67868.69418,81550243.21
1294,1.80E+11,Walthall Slough-San Joaquin River,5,1,5,Y,Y,Y,Y,Y,Y,N,N,Y,87774.44236,138708343.6
1295,1.80E+11,Telephone Cut-Bishop Cut,4,0.8,4,Y,Y,Y,Y,Y,N,N,Y,N,48790.33499,75439371.95
1296,1.80E+11,Stockton Diverting Canal-Calaveras River,4,0.8,4,Y,Y,Y,Y,Y,N,N,N,N,78000.45738,121613734
1297,1.80E+11,South Stone Lake-Snodgrass Slough,5,1,5,Y,Y,Y,Y,Y,Y,N,Y,Y,95363.39073,152375529.5
1298,1.80E+11,North Fork Badger Creek,3,0.6,3,N,Y,Y,Y,Y,N,N,Y,N,33940.82128,44455858.99
1299,1.80E+11,Jahant Slough,3,0.6,3,N,Y,Y,Y,Y,Y,N,Y,N,38413.6048,41706422.27
1300,1.80E+11,Upper Steelhead Creek,4,0.8,4,Y,Y,Y,Y,Y,Y,N,Y,N,41280.19485,70229600.35
1301,1.80E+11,Elder Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,Y,N,49615.3428,56815700.14
1302,1.80E+11,Yankee Slough,4,0.8,4,Y,Y,Y,Y,Y,Y,N,Y,N,59230.2261,99269042.81
1303,1.80E+11,Deadman Canyon-Coon Creek,4,0.8,4,Y,Y,Y,Y,Y,Y,N,Y,N,87153.04461,94188337.65
1304,1.80E+11,Oroleve Creek-South Fork Feather River,2,0.4,2,N,Y,Y,N,N,N,N,N,N,41910.51955,55194029.02
1305,1.80E+11,Colby Creek-Butte Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,44143.89911,77385834.21
1306,1.80E+11,Plum Valley,2,0.4,2,N,N,Y,Y,Y,N,N,N,N,35362.69276,49787211.51
1307,1.80E+11,Upper Butte Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,64599.8025,109930850.7
1308,1.80E+11,Chalk Reservoir-Pit River,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,39070.13079,54398392.53
1309,1.80E+11,Bald Mountain Reservoir-Pit River,3,0.6,3,N,Y,Y,Y,Y,N,N,Y,N,91646.95533,145366806.1
1310,1.80E+11,Whitehorse Flat Reservoir,3,0.6,3,N,Y,Y,Y,Y,Y,N,Y,N,53249.55905,99078584.09
1311,1.80E+11,Big Lake,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,78258.97908,150004077.6
1312,1.80E+11,Armentrout Flat,3,0.6,3,N,Y,Y,Y,Y,Y,N,Y,N,69904.99592,98194593.54
1313,1.80E+11,Tom Large Flat,3,0.6,3,N,Y,Y,Y,Y,Y,N,Y,N,40249.73992,49715491.83
1314,1.80E+11,Service Gulch,3,0.6,3,N,Y,Y,Y,Y,Y,N,Y,N,49197.32461,76385279.66
1315,1.80E+11,Mason Reservoir,2,0.4,2,N,N,Y,Y,Y,Y,N,Y,N,65086.14341,70983230.82
1316,1.80E+11,Russell Canyon,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,19849.08295,16222456.96
1317,1.81E+11,Cayucos Creek-Frontal Pacific Ocean,5,1,5,Y,Y,Y,Y,Y,N,N,N,Y,89353.0361,64668046.61
1318,1.81E+11,Las Tablas Creek,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,78180.84637,127660124
1319,1.81E+11,Pine Canyon,2,0.4,2,N,Y,N,Y,Y,N,N,Y,N,39862.09878,42177648.28
1320,1.81E+11,Deer Creek-San Antonio River,3,0.6,3,N,Y,Y,Y,Y,N,N,Y,N,58504.58954,80758528.07
1321,1.81E+11,Lower Chalone Creek,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,45290.42534,54230068.12
1322,1.81E+11,Middle Tres Pinos Creek,2,0.4,2,N,Y,N,Y,Y,Y,N,Y,N,59146.01282,93065902.57
1323,1.81E+11,Las Aguilas Creek,2,0.4,2,N,Y,N,Y,Y,Y,N,N,N,56838.49857,100076903.7
1324,1.80E+11,Los Banos Reservoir-Los Banos Creek,3,0.6,3,N,Y,Y,Y,Y,N,N,Y,N,43963.50113,47907277.46
1325,1.80E+11,San Luis Holding Reservoir,4,0.8,4,N,Y,Y,Y,Y,Y,N,Y,Y,56007.98476,142002216.7
1326,1.80E+11,Little Salado Creek,1,0.2,1,N,N,N,Y,Y,N,N,N,N,38442.22991,40696430.04
1327,1.80E+11,Town of Hilmar-San Joaquin River,4,0.8,4,Y,Y,Y,Y,Y,Y,N,N,N,82881.47172,163420200.4
1328,1.80E+11,Upper Lone Tree Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,Y,N,40904.15031,49993266.6
1329,1.80E+11,Middle Laguna,3,0.6,3,N,Y,Y,Y,Y,Y,N,Y,N,64165.684,105738443.3
1330,1.80E+11,Camanche Reservoir-Mokelumne River,3,0.6,3,N,Y,Y,Y,Y,Y,N,Y,N,57971.97587,112414398.9
1331,1.80E+11,Upper American River,4,0.8,4,Y,Y,Y,Y,Y,Y,N,Y,N,69338.44334,143107022
1332,1.80E+11,Secret Ravine,4,0.8,4,Y,Y,Y,Y,Y,Y,N,Y,N,47126.02322,57866108.54
1333,1.80E+11,Hastings Creek-South Fork American River,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,72239.14677,118211867.6
1334,1.80E+11,Shady Creek-South Yuba River,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,71994.51514,125908606.5
1335,1.80E+11,Rock Creek-South Fork Feather River,2,0.4,2,N,Y,Y,N,N,N,N,N,N,58612.05699,69437887.88
1336,1.80E+11,Lost Creek,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,57758.21091,87578625.63
1337,1.81E+11,Hog Flat Reservoir-Susan River,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,69117.67574,158491233.3
1338,1.80E+11,Indian Creek,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,56253.99089,82625760.7
1339,1.80E+11,Mowitz Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,Y,N,67680.44344,119857501.5
1340,1.80E+11,Hidden Valley-North Fork Willow Creek,3,0.6,3,N,Y,Y,Y,Y,N,N,Y,N,93608.96341,101941827.9
1341,1.81E+11,Lower Santa Maria River,4,0.8,4,Y,Y,N,Y,Y,Y,N,N,Y,67148.2048,79256741.08
1342,1.81E+11,Paso Robles Creek,3,0.6,3,Y,Y,N,Y,Y,N,N,N,N,73500.85303,120917540.9
1343,1.81E+11,Santa Margarita Creek,4,0.8,4,Y,Y,Y,Y,Y,Y,N,Y,N,59426.73955,96130102
1344,1.81E+11,Vineyard Canyon,3,0.6,3,Y,Y,N,Y,Y,Y,N,N,N,72935.47667,135001413.9
1345,1.81E+11,Lynch Canyon,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,47800.09471,54307263.31
1346,1.81E+11,Hernandez Reservoir-San Benito River,4,0.8,4,Y,Y,Y,Y,Y,Y,N,Y,N,50751.98968,78963456.34
1347,1.80E+11,Wildcat Canyon,3,0.6,3,N,Y,N,Y,Y,Y,N,Y,Y,77156.97002,189244531.5
1348,1.80E+11,Lower Little Panoche Creek,2,0.4,2,N,Y,N,Y,Y,N,N,Y,N,55057.93264,53004990.28
1349,1.80E+11,Deadmans Slough-Salt Slough,4,0.8,4,N,Y,Y,Y,Y,Y,N,Y,Y,53620.14706,76376334.03
1350,1.80E+11,180400091307-Dry Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,Y,N,44555.85137,65918308.08
1351,1.80E+11,Jesus Maria Creek,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,69649.50563,90920471
1352,1.80E+11,Lower North Fork Cosumnes River,2,0.4,2,N,Y,N,Y,Y,Y,N,N,N,118850.5076,154830163.8
1353,1.80E+11,Lower Shirttail Canyon,2,0.4,2,N,Y,N,Y,Y,Y,N,N,N,35682.27028,61176645.46
1354,1.80E+11,Eldorado Creek,1,0.2,1,N,Y,N,N,N,N,N,N,N,43635.96509,53221362.53
1355,1.80E+11,Little Grizzly Canyon-Rubicon River,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,67742.78143,115937407.6
1356,1.80E+11,Poorman Creek,3,0.6,3,N,Y,Y,Y,Y,Y,Y,N,N,44620.27954,60100324.66
1357,1.80E+11,Frazier Creek-Middle Fork Feather River,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,57424.88512,136672117
1358,1.80E+11,Canyon Creek,3,0.6,3,N,Y,Y,Y,Y,Y,Y,N,N,69304.50553,130474904.7
1359,1.80E+11,Deer Creek-North Yuba River,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,59614.98897,143173003.3
1360,1.80E+11,Taylor Creek-Greenhorn Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,57052.33507,94870368.04
1361,1.80E+11,Lower Lights Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,43309.21786,68503288.15
1362,1.80E+11,Hungry Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,34887.22279,48954875.91
1363,1.81E+11,Lassen Creek-Susan River,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,67924.30761,110176902.2
1364,1.81E+11,Heath Dam Reservoir,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,48878.09155,73539145.72
1365,1.80E+11,Upper Willow Creek,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,45227.1976,93607304.04
1366,1.81E+11,Dry Valley,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,59858.69742,71729435.6
1367,1.80E+11,Upper Clover Swale Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,Y,N,65663.0602,89725542.45
1368,1.80E+11,Boles Meadow,3,0.6,3,N,Y,Y,Y,Y,Y,N,Y,N,54955.78406,108011631.2
1369,1.81E+11,Santa Lucia Canyon-Santa Ynez River,5,1,5,Y,Y,Y,Y,Y,Y,N,Y,Y,62610.12886,147295620.6
1370,1.81E+11,San Miguelito Creek-Santa Ynez River,4,0.8,4,Y,Y,Y,Y,Y,N,N,Y,N,71800.26446,134033852.3
1371,1.81E+11,Nipomo Creek,3,0.6,3,Y,Y,N,Y,Y,Y,N,N,N,37936.80438,59095593.65
1372,1.81E+11,Middle Branch Huerhuero Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,Y,N,64428.39982,68754358.65
1373,1.81E+11,Middle Cholame Creek,2,0.4,2,N,Y,N,Y,Y,Y,N,N,N,56391.39968,94499990.72
1374,1.80E+11,Upper Cantua Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,Y,N,41513.67313,71731125.6
1375,1.80E+11,Canal Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,Y,N,81795.76942,96940762.15
1376,1.80E+11,Upper Black Rascal Creek,2,0.4,2,N,N,Y,Y,Y,Y,N,Y,N,41241.92211,49055358.54
1377,1.80E+11,Miles Creek,2,0.4,2,N,Y,N,Y,Y,Y,N,Y,N,88817.60558,81437046.73
1378,1.80E+11,Big Creek-Tuolumne River,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,66464.29568,98382444.9
1379,1.80E+11,Peoria Creek-Stanislaus River,3,0.6,3,N,Y,Y,Y,Y,Y,N,Y,N,49975.61583,55449996.71
1380,1.80E+11,Upper San Antonio Creek,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,57324.48028,73734848.27
1381,1.80E+11,Forest Creek,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,59988.21151,61673578.67
1382,1.80E+11,Upper Middle Fork Mokelumne River,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,64267.94745,77202532.64
1383,1.80E+11,Panther Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,32502.50557,48518221.31
1384,1.80E+11,Upper North Fork Cosumnes River,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,76162.51167,111969826.6
1385,1.80E+11,Tiger Creek-North Fork Mokelumne River,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,100394.4831,126162892.2
1386,1.80E+11,Bear River,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,71250.26131,136289345.1
1387,1.80E+11,Gerle Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,47870.70805,82046374.15
1388,1.80E+11,Big Valley Canyon-North Fork American River,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,56464.73504,85199704.09
1389,1.80E+11,Willow Creek,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,39231.23991,46207280.1
1390,1.80E+11,Squaw Queen Creek,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,57677.99488,108657424
1391,1.80E+11,Mapes Canyon,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,37752.67317,49337343.24
1392,1.81E+11,McDermott Creek-Frontal Honey Lake,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,84565.61133,127717898.1
1393,1.81E+11,Lake Leavitt-Susan River,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,64468.64866,152229844.7
1394,1.81E+11,Horse Lake,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,61036.67848,111480397.7
1395,1.81E+11,Mud Flat,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,61633.24393,171022413.4
1396,1.81E+11,Kilby Creek,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,30806.69752,55883536.28
1397,1.81E+11,Fleming Spring,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,45518.1686,87765749.95
1398,1.80E+11,Dorris Reservoir-South Fork Pit River,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,96103.08619,163606842.2
1399,1.80E+11,Town of Surprise Station-North Fork Pit River,3,0.6,3,N,Y,Y,Y,Y,Y,N,Y,N,77033.07599,106630270
1400,1.80E+11,Upper Parker Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,44929.15611,77537482.76
1401,1.81E+11,Calabazal Creek-Santa Ynez River,4,0.8,4,Y,Y,Y,Y,Y,N,N,Y,N,62075.11047,86700103.1
1402,1.81E+11,Alejandro Canyon-La Brea Creek,3,0.6,3,Y,Y,N,Y,Y,N,N,N,N,31154.97941,36388963.28
1403,1.81E+11,Headwaters San Antonio Creek ,3,0.6,3,N,Y,Y,Y,Y,N,N,Y,N,48320.21613,76751243.28
1404,1.81E+11,Alkali Canyon-Sisquoc River,3,0.6,3,Y,Y,Y,N,N,N,N,N,N,62835.31697,117344746.1
1405,1.81E+11,Santa Agueda Creek,2,0.4,2,N,Y,N,Y,Y,Y,N,Y,N,52822.32636,89688062.37
1406,1.81E+11,Pine Canyon,2,0.4,2,N,Y,N,Y,N,Y,N,Y,N,47983.23382,57655897.2
1407,1.81E+11,Placer Creek-San Juan Creek,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,45275.07397,69640767.5
1408,1.81E+11,Carnaza Creek-San Juan Creek,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,81579.67368,134998417.6
1409,1.81E+11,Thompson Spring-Carrizo Plain,2,0.4,2,N,N,Y,Y,Y,Y,N,Y,N,70339.43485,128989247.1
1410,1.80E+11,Packwood Creek,2,0.4,2,N,N,Y,Y,Y,N,N,N,N,71130.36499,161213526.4
1411,1.80E+11,1.80E+11,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,85718.53894,130454015.9
1412,1.80E+11,Arroyo Ramoso,1,0.2,1,N,N,N,Y,Y,N,N,N,N,49724.10535,103187949.3
1413,1.80E+11,Town of Five Points-Fresno Slough,2,0.4,2,N,Y,N,Y,Y,Y,N,N,N,81936.15045,75445143.86
1414,1.80E+11,South Fork Kings River-North Fork Kings River,3,0.6,3,N,Y,N,Y,Y,Y,N,N,Y,113974.6736,156423387.4
1415,1.80E+11,Bethany Cemetery-San Joaquin River,4,0.8,4,N,Y,Y,Y,Y,Y,N,Y,Y,79667.36886,89450113.37
1416,1.80E+11,Upper Dutchman Creek,2,0.4,2,N,Y,N,Y,Y,Y,N,Y,N,56122.23591,42656798.95
1417,1.80E+11,Maxwell Creek,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,60587.77729,105604725.3
1418,1.80E+11,Middle South Fork Stanislaus River,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,69190.59611,106194618.9
1419,1.80E+11,Jawbone Creek-Tuolumne River,2,0.4,2,N,Y,N,Y,Y,Y,N,N,N,69387.96359,111707559.3
1420,1.80E+11,Mill Creek-Middle Fork Stanislaus River,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,56570.80389,111390204.6
1421,1.80E+11,Cole Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,52668.20941,60865677.48
1422,1.61E+11,Trout Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,53044.13065,105094804.9
1423,1.61E+11,Gray Creek-Truckee River,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,39807.01894,52570499.67
1424,1.61E+11,Sagehen Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,42151.70674,48868704.41
1425,1.81E+11,Evans Canyon-Long Valley Creek,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,45360.37136,66770498.89
1426,1.81E+11,Cold Spring Valley,0,0,0,N,N,N,N,N,N,N,N,N,7384.330178,242552.3096
1427,1.81E+11,Spencer Creek-Frontal Honey Lake,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,51830.00741,138822820.8
1428,1.81E+11,Lower Skedaddle Creek,2,0.4,2,N,N,Y,Y,Y,Y,N,N,N,68628.47149,117271984.2
1429,1.81E+11,Upper Deep Creek,2,0.4,2,N,Y,N,Y,Y,Y,N,N,N,46975.04132,108011616.4
1430,1.60E+11,East Fork Smoke Creek,1,0.2,1,N,N,N,Y,Y,N,N,N,N,13728.63878,3965978.49
1431,1.81E+11,Bull Creek-Frontal Middle Alkali Lake,2,0.4,2,N,N,Y,Y,Y,N,N,N,N,26117.39512,22831690.49
1432,1.71E+11,Dismal Creek-Deep Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,13416.43907,6847170.402
1433,1.81E+11,Kelly Creek-Santa Ynez River,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,59899.06974,134155301.6
1434,1.81E+11,Water Canyon,2,0.4,2,Y,Y,N,N,N,N,N,N,N,31305.93737,41943572.04
1435,1.81E+11,Wells Creek,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,34359.49375,41730422.07
1436,1.81E+11,South Fork Sisquoc River-Sisquoc River,3,0.6,3,Y,Y,N,Y,Y,N,N,N,N,56793.27507,89642137.06
1437,1.81E+11,Branch Canyon Wash,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,64481.97226,75118066.51
1438,1.80E+11,1.80E+11,1,0.2,1,N,N,N,Y,N,N,N,Y,N,54162.44115,72939009.74
1439,1.80E+11,Salt Creek,1,0.2,1,N,N,N,Y,Y,N,N,N,N,54018.09672,48986786.33
1440,1.80E+11,180300121602-Kern River Flood Canal,4,0.8,4,N,Y,Y,Y,Y,Y,N,Y,Y,74580.223,159848894.8
1441,1.80E+11,Tulare Lake Canal-Tulare Lake Bed,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,56153.16444,154024880.7
1442,1.80E+11,Wilbur Ditch-Tulare Lake Bed,1,0.2,1,N,N,N,Y,N,Y,N,N,N,54226.31031,174378639
1443,1.80E+11,North Branch Tule River-Tule River,4,0.8,4,N,Y,Y,Y,Y,N,N,Y,Y,143383.5617,61258508.04
1444,1.80E+11,Lower Dry Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,Y,N,47182.4184,53434001.66
1445,1.80E+11,Mud Spring Creek-Fresno River,3,0.6,3,N,Y,Y,Y,Y,N,N,Y,N,56559.2903,78030326.68
1446,1.80E+11,Lost Lake-San Joaquin River,3,0.6,3,N,Y,Y,Y,Y,Y,N,Y,N,38221.57623,47147922.79
1447,1.80E+11,Spangle Gold Creek-Fresno River,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,71094.11809,133096172
1448,1.80E+11,East Fork Chowchilla River,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,73871.28905,150498921.1
1449,1.80E+11,Devil Gulch,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,42973.74427,74176671.89
1450,1.80E+11,Upper South Fork Tuolumne River,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,69871.49809,153058790.2
1451,1.80E+11,Lower South Fork Merced River,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,68093.46867,129729412.7
1452,1.80E+11,Miguel Creek-Eleanor Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,51905.59454,63863063.89
1453,1.80E+11,Niagara Creek-Middle Fork Stanislaus River,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,58847.67942,110211418.5
1454,1.80E+11,Upper Clark Fork,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,52222.31754,85817690.18
1455,1.80E+11,East Fork Cherry Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,52234.15994,49463379.96
1456,1.61E+11,Upper West Fork Carson River,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,52973.61824,97878461.22
1457,1.80E+11,Pacific Creek-North Fork Mokelumne River,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,56995.89541,86193735.36
1458,1.80E+11,Muddy Creek-Frontal Buena Vista Lake Bed,4,0.8,4,N,Y,Y,Y,Y,Y,N,N,Y,121320.8043,277110186.5
1459,1.80E+11,Outlet Canal,4,0.8,4,N,Y,Y,Y,Y,Y,N,N,Y,42396.99778,55433900.52
1460,1.80E+11,Goose Lake Slough,4,0.8,4,N,Y,Y,Y,Y,Y,N,N,Y,62624.24366,116533087.6
1461,1.80E+11,Middle Goose Lake Canal,3,0.6,3,N,Y,N,Y,Y,Y,N,Y,Y,37059.02511,57473005.56
1462,1.80E+11,Cole Slough,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,114344.5698,149001699.7
1463,1.80E+11,Wilson Hunter Ditch-Cross Creek,2,0.4,2,N,Y,N,Y,Y,N,N,Y,N,86275.68325,92397067.99
1464,1.80E+11,Wahtoke Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,Y,N,67713.18811,80301357.12
1465,1.80E+11,Stevenson Creek,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,53229.51123,91980339.8
1466,1.80E+11,Nelder Creek-Lewis Fork,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,45334.86626,78820209.55
1467,1.80E+11,Whisky Creek,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,46741.25571,59469555.39
1468,1.80E+11,Upper Chiquito Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,50018.85742,104710923.7
1469,1.80E+11,Sunrise Creek-Merced River,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,44752.60669,60876163.07
1470,1.80E+11,Upper Rancheria Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,61460.84201,128196184.4
1471,1.80E+11,Regulation Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,43302.11236,47719309.65
1472,1.61E+11,Rock Creek-West Walker River,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,75153.88639,104131474.5
1473,1.81E+11,Arundell Barranca-Frontal Pacific Ocean,4,0.8,4,N,Y,Y,Y,Y,N,N,N,Y,38444.9365,48742136.53
1474,1.81E+11,Timber Canyon-Santa Clara River,4,0.8,4,Y,Y,N,Y,Y,Y,N,N,Y,49920.30754,94427279.79
1475,1.81E+11,Alamo Creek,2,0.4,2,N,Y,N,Y,Y,Y,N,Y,N,43347.65004,58880115.6
1476,1.81E+11,Lockwood Creek,2,0.4,2,N,Y,N,Y,Y,Y,N,N,N,77383.21898,135373061
1477,1.80E+11,Telegraph Canyon-Frontal Kern Lake Bed,3,0.6,3,N,Y,N,Y,Y,Y,N,Y,Y,65363.94923,158002939.8
